Notes,NAME,Common Name,Common_name_final,Common Name2,Name_matched_rank,Name_matched_accepted_family,Genus_matched,Specific_epithet_matched,Unmatched_terms,Taxonomic_status,Name_matched_url,Habit_pfaf,Habit_trop,Habit_Combined,Evergreen,Herb,Annual,Woodiness,N_Fixing,Height_pfaf,Height_trop,height (KEW),Growth,cultivation_trop,Polli,Height_combined,Min Rainfall,Max Rainfall,Min T°,max T°,,Soil,Shade,Moisture,Hardiness,Weed,fao_name_old,fao_group_old,fao_group,FAO_DB_africa,FAO_DB_Timber,FAO_spice,FAO_II,Ecocrop,FAO_GROUPII,FAO_Khoury,Timber,Medicinal,Alim,Part,alim_tropMEAN,medi_tropMEAN,other_tropMEAN,Profile,Hazards,Source,IUCN,Habitats,Range,Native_to,pollinators_trop,
,Kaempferia galanga,NA,,#N/A,species,Zingiberaceae,Kaempferia,galanga,NA,Accepted,http://www.tropicos.org/Name/34500316,NA,Perennial,Perennial,NA,herb,Perennial,herbaceous,No,NULL,0.45  ,NA,NULL,"Cultivated, Ornamental, Wild",insects,0.45,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,Spice,,,spices,#N/A,NA,medicinal,Alim,rhizomes,3,2,2,alim,NA,NA,DD - data deficient,NA,NA,,Insects,#N/A
,Khaya senegalensis,Dryzone Mahogany,,Dryzone Mahogany,species,Meliaceae,Khaya,senegalensis,NA,Accepted,http://www.tropicos.org/Name/20400344,Tree,Semi-deciduous Tree,Semi-deciduous Tree,Semi-deciduous,tree,Perennial,Woody,No,25,25.00  ,NA,Fast,"Cultivated, Ornamental, Wild",NA,25,400,1750,24.5,31.5,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist -Wet,10 ->  12,No,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,2,3,4,mediother,Used in Cote d‚Äö√Ñ√¥Ivoire as an ingredient in arrow poison[303 ]. Bark scales are sometimes used as a fish poison[303 ].,pfaf.org,VU - vulnerable,"Riverine forests and is scattered within the higher-rainfall savannah woodlands. In moister areas it is found on uplands, but is restricted to riparian habitats or stream bottoms that extend into the savannah in the drier portions of the range[303 ].",Tropical Africa - Senegal to Sudan and Uganda.,,NA,#N/A
,Khaya spp.,NA,,#N/A,genus,Meliaceae,Khaya,NA,spp.,Accepted,http://www.tropicos.org/Name/40035352,NA,NA,Semi-deciduous Tree,Semi-deciduous,Tree,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,NULL,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Lablab purpureus,"Hyacinth Bean, Bonavist-bean",Hyacinth_bean,"Hyacinth Bean, Bonavist-bean",species,Fabaceae,Lablab,purpureus,NA,Accepted,http://www.tropicos.org/Name/13021444,Perennial Climber,Perennial Climber,Perennial Climber,NA,herb climber,Perennial,herbaceous,Lablab,2,3.00  ,NA,Fast,"Cultivated, Ornamental",insects,3,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,09-> 11,No,"Hyacinth Bean, Bonavist-bean",#N/A,"Pulses, nes",#N/A,#N/A,#N/A,Forage,,Forage,#N/A,Fodder,,Alim,Fodder,4,2,2.33333333333333,alimother,The raw seed is poisonous[34].,pfaf.org,NA,Not known in a truly wild situation.,Probably originated in the Tropics but has been cultivated for so long that its origins are obscure.,,Insects,#N/A
,Lablab purpureus subsp. Purpureus,NA,,#N/A,species,Fabaceae,Dolichos,lablab,NA,Synonym,http://www.tropicos.org/Name/13018864,NA,Perennial Climber,"Annual, climbing",herbaceous,herb climber,Annual,herbaceous,Dolichos,NULL,3.00  ,NA,NULL,"Cultivated, Ornamental",insects,3,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,Forage,#N/A,NA,NA,Alim,"Leaves, flower, seed","4,00","2,00","2,00",alim,NA,NA,NA,NA,NA,,insects,#N/A
,Lactuca sativa,"Lettuce, Garden lettuce",Lettuce,"Lettuce, Garden lettuce",species,Asteraceae,Lactuca,sativa,NA,Accepted,http://www.tropicos.org/Name/2710604,Annual/Biennial,NA,"Annual/Biennial, not climbing",herbaceous,herb,Annual,herbaceous,No,"0,9",NA,NA,NULL,"Cultivated, Wild",Flies,0.9,,,,,,light (sandy) -medium,Semi-shade/full sun,Moist,05 -> 09,No,Lettuce and chicory,Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,Vegetable,,,Alim,vegetables,3,3,1,alimmedi,The mature plant is mildly toxic[13].,pfaf.org,NA,Not known in the wild.,"Of garden origin, probably derived from L. serriola.",,"Flies, Self",#N/A
,Lagenaria siceraria,Bottle Gourd,Bottle_gourd,Bottle Gourd,species,Cucurbitaceae,Lagenaria,siceraria,NA,Accepted,http://www.tropicos.org/Name/9200413,Annual Climber,Annual Climber,Annual Climber,herbaceous,herb climber,Annual,herbaceous,No,9,9.00  ,NA,Fast,Cultivated,"Moths, Insects",9,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,No,Gourds,Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,Vegetable,,,Alim,vegetables,3,2,5,alimother,None known,pfaf.org,NA,Not known in the wild.,"A widely cultivated plant, its original habitat is obscure, though it is probably Asia or Africa.",,"Moths, Insects",#N/A
,Lagerstroemia lanceolata,NA,,#N/A,species,Lythraceae,Lagerstroemia,lanceolata,NA,Synonym,http://www.tropicos.org/Name/50137527,NA,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,NULL,0.00  ,NA,NULL,Wild,NA,30,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,0,3,other,NA,NA,NA,NA,NA,,NA,#N/A
Only control species,lagerstroemia speciose,,,,,Lythraceae,Lagerstroemia,speciosa,,Accepted,,,,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,,,,,Wild,honey bees (Apis spp) and carpenter bees (Xylocopa spp),15,,,,,,,,,07 -> 09,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,Southest Asia,,
,Lansium domesticum,"Langsat, Lansa, Lanzon",,"Langsat, Lansa, Lanzon",species,Meliaceae,Lansium,domesticum,NA,Accepted,http://www.tropicos.org/Name/20401064,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,15,15.00  ,NA,Slow,"Cultivated, Wild",NA,15,NA,NA,NA,NA,,medium -  heavy (clay),Semi-shade/full sun,Moist,11 ->  12,No,"Langsat, Lansa, Lanzon",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,Fruits,#N/A,NA,NA,Alim,NA,4.66666666666667,2,3,alimother,"An arrow poison is made from the fruit peel and the bark of the tree. Both possess a toxic property, lansium acid, which, on injection, arrests heartbeat in frogs. The seed contains a minute amount of an unnamed alkaloid and two bitter, toxic principles[303 ]. (Parts of plant are poisonous if ingested)",pfaf.org,NA,Rainforests and humid river valleys[307 ].,"E. Asia - Thailand, Malaysia, Indonesia.",,Apomictic (ferns),#N/A
,Lantana camara,"Wild Sage, Lantana Verbena",,"Wild Sage, Lantana Verbena",species,Verbenaceae,Lantana,camara,NA,Accepted,http://www.tropicos.org/Name/33700010,Shrub,Evergreen Shrub,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,"1,8",1.80  ,NA,Fast,"Cultivated, Ornamental, Wild","Butterflies, Insects",1.8,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Dry- Moist - Wet,08 ->  12,Yes,Spices nes,Spices,#N/A,#N/A,#N/A,#N/A,,,spices,#N/A,,medicinal,Alim,Fruits,2,4,3,mediother,"The leaves and seeds are toxic[310 ]. The unripe, green berries cause vomiting, diarrhoea, dilated pupils and laboured respiration if ingested[293 ]. The leaves may cause dermatitis[293 ]. (All parts of plant are poisonous if ingested )",pfaf.org,NA,"Mainly a weed of plantation crops and pastures, it is found in relatively open and disturbed, not too moist habitats from sea-level to elevations of 1,700 metres[310 ].","Northern S. America - Venezuela and Colombia, through Central America to Mexico and the Caribbean.",,"Butterflies, Insects",#N/A
,Lens culinaris,Lentil,Lentil,Lentil,species,Fabaceae,Lens,culinaris,NA,Accepted,http://www.tropicos.org/Name/13021779,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,Lens,"0,5",0.45  ,NA,NULL,Cultivated,insects,0.45,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,07 ->  12,No,"Lentils, dry",Pulses,Leguminous crops,#N/A,#N/A,#N/A,,,Leguminous crops,#N/A,,,Alim,Leguminous crops,5,1.66666666666667,2.33333333333333,alimmediother,None known,pfaf.org,NA,Not known in the wild.,"Original habitat is obscure, possibly the Mediterranean.",,"Cleistogamous, Insects",#N/A
Only control species,lens esculenta,,,,,Fabaceae,Lens,esculenta,,Illegitimate,,,,Annual,,herb,Annual,herbaceous,Lens,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,5,2,2,alim,,,NA,,,,,
,Leucaena diversifolia,"Chalip, Guache, Guaje, Guaje Blanco, Guaje Del Rio, Guajillo, Guash, Guashi, Shashib, Shashibte, Wild Tamarind",,"Chalip, Guache, Guaje, Guaje Blanco, Guaje Del Rio, Guajillo, Guash, Guashi, Shashib, Shashibte, Wild Tamarind",species,Fabaceae,Leucaena,diversifolia,NA,Accepted,http://www.tropicos.org/Name/13021945,"Perennial, Not climbing, Tree",Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Leucaena,NULL,15.00  ,NA,NULL,"Cultivated, Wild",insects,15,600,3500,18,30,,NA,NA,NA,NA,NA,Spices nes,Spices,#N/A,#N/A,#N/A,#N/A,,,spices,#N/A,,,Alim,Other?,2,0,3,other,NA,NA,LC - least concern,NA,NA,,"Insects, Self",#N/A
,Leucaena leucocephala,"Leucaena, Lead Tree, White Tamarind",Peladera,"Leucaena, Lead Tree, White Tamarind",species,Fabaceae,Leucaena,leucocephala,NA,Accepted,http://www.tropicos.org/Name/13002824,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,Leucaena,10,10.00  ,NA,Fast,"Cultivated, Ornamental, Wild",insects,10,650,3000,25,30,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,09 ->  12,Yes,Spices nes,Spices,#N/A,#N/A,#N/A,#N/A,,,spices,#N/A,"Other, Fuelwood",,Alim,Leaves,3.66666666666667,2,4,alimother,The leaves of most forms of this plant contain the unusual amino acid mimosene[301 ]. In large quantities this can be harmful[301 ]. There are low-mimosene cultivars[301 ].,pfaf.org,NA,"Dry coastal regions, waste ground[307 ].","Central America, north to Mexico.",,"Insects, Self",#N/A
Only control species,leucaena macrophylla,,,,,Fabaceae,Leucaena,macrophylla,,,,,,Tree,,Tree,Perennial,Woody,Leucaena,,,,Slow,Wild,insects,5.5,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,3,0,2,alim,,,LC - least concern,,,,,
,Leucaena trichandra,"Bac'il Sasib, Barba Leon, Chali, Frijolillo, Guaje, Guaje Chiquito, Guaje Flojo, Guaje Rojo, La-aye-ti, Lobadaviyia, Quebracho, Shashib, Tze, Vainillo",,"Bac'il Sasib, Barba Leon, Chali, Frijolillo, Guaje, Guaje Chiquito, Guaje Flojo, Guaje Rojo, La-aye-ti, Lobadaviyia, Quebracho, Shashib, Tze, Vainillo",species,Fabaceae,Leucaena,trichandra,NA,Accepted,http://www.tropicos.org/Name/13002848,"Perennial, Not climbing, Shrub/Tree",Tree,Evergreen Shrub/Tree,Evergreen,Shrub/tree,Perennial,Woody,Leucaena,NULL,12.00  ,NA,NULL,"Cultivated, Semi-cultivated, Wild",insects,12,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,pods,#N/A,NA,NA,NA,NA,"2,00","2,00","0,00",,None known,NA,LC - least concern,"An understorey or lower canopy tree or shrub in pine and oak forests at mid elevations; extending at lower elevations into dry deciduous forest, dry mattoral and dry secondary forest in a wide range of soils at elevations from 200 - 2,500 metres","C. America - Nicaragua, Honduras, El Salvador, Belize, Guatemala, Mexico",,Insects,#N/A
,Leymus triticoides,"Squaw Grass, Beardless wildrye",,"Squaw Grass, Beardless wildrye",species,Poaceae,Leymus,triticoides,NA,Accepted,http://www.tropicos.org/Name/25511237,Perennial,NA,Perennial,NA,herb,Perennial,herbaceous,No,"1,2",NA,NA,NULL,Wild,Wind,0.4,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,Coming soon,No,Rye,Cereals,#N/A,#N/A,#N/A,#N/A,,,Cereals,#N/A,,,Alim,cereals,3,0,2,alim,None known,pfaf.org,NA,"Dry to moist river flats, saline meadows and sand dunes[60].",Western N. America - Washington to California and east to Montana.,,wind,#N/A
Only control species,licuala spinosa,,,,,Arecaceae,Licuala,spinosa,,Accepted,,,,Evergreen Shrub,Evergreen,Tree/shrub,Perennial,Woody,No,,,,,"Ornamental, Wild",,3,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,2,2,2,,,,NA,,,,,
,Linum usitatissimum,"Flax, Common flax",Flax,"Flax, Common flax",species,Linaceae,Linum,usitatissimum,NA,Accepted,http://www.tropicos.org/Name/18700031,Annual,NA,"Annual, not climbing",herbaceous,herb,Annual,herbaceous,No,"0,7",NA,NA,NULL,Wild,insects,0.7,,,,,,light (sandy) -medium,No shade,Moist,04->08,No,Flax fibre and tow,Fibres,Oilseed crops and oleaginous fruits,#N/A,#N/A,#N/A,,,Oilseed crops,Oil,NA,NA,Alim,seeds,4,3,4,alimmediother,"The seed of some strains contain cyanogenic glycosides in the seed though the toxicity is low, especially if the seed is eaten slowly. It becomes more toxic if water is drunk at the same time[76, 222]. The cyanogenic glycosides are also present in other parts of the plant and have caused poisoning to livestock[240]. Contraindicated with a stricture of the oesophagus in no bowel movement conditions and acute gut inflammatory diseases. Contraindicated in pregnancy. Some suggestion it should be avoided with prostate gland diseases [301].",pfaf.org,NA,Not known in the wild.,"Possibly native to Europe. A rare casual in Britain, the original habitat is obscure.",,"Insect, self",#N/A
Only control species,lippia myriocephala,,,,,Verbenaceae,Lippia,myriocephala,,,,,,NA,,Trees/shrubs,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,LC - least concern,,,,,
Only control species,liquidambar styraciflua,,,"Sweet Gum, Red Gum, American Sweet Gum, Red Sweet Gum,",,Altingiaceae,Liquidambar,styraciflua,,,,,,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,,,,Fast,"Ornamental, Wild",Bees,25,,,,,,"light (sandy), medium (loamy) and heavy (clay) soils",NO shade,moist soil,05 -> 07,No,,#N/A,#N/A,#N/A,Timber,"Resine, Essential oil",#N/A,,,#N/A,Timber,,,,2,3,3,mediother,None known,,LC - least concern,Swampy woods which are often inundated annually[43] and on rich bottom lands[82].,"Eastern N. America - Connecticut to Florida, west to Texas and Illinois.",,,
,Liriope muscari,"Lilyturf, Big blue lilyturf, Border Grass, Blue Lilyturf, Liriope",,"Lilyturf, Big blue lilyturf, Border Grass, Blue Lilyturf, Liriope",species,Liliaceae,Liriope,muscari,NA,Accepted,http://www.tropicos.org/Name/18405500,Perennial,NA,Perennial,NA,herb,Perennial,herbaceous,No,"0,3",0.30  ,NA,Slow,Wild,NA,0.3,,,,,,light (sandy) -medium,Semi-shade/full sun,Dry- Moist,05 -> 10,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,2,1,2,,None known,pfaf.org,NA,"Forests, bamboo forests, scrub, shady and moist places in ravines and on slopes at elevations of 100 - 1400 (occasionally to 2000) metres[266].","E. Asia - China, Japan, Korea.",,NA,#N/A
,Lolium multiflorum,talian Ryegrass,,talian Ryegrass,species,Poaceae,Lolium,multiflorum,NA,Accepted,http://www.tropicos.org/Name/25509742,Biennial,Herbaceous,"Biennial, not climbing",herbaceous,herb,Biennial,herbaceous,No,"0,3",NA,NA,NULL,Wild,Wind,0.3,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,04->08,No,Rye,Cereals,,#N/A,#N/A,#N/A,,ecocrop,Forage,#N/A,NA,NA,NA,NA,0,0,3,other,None known,pfaf.org,NA,"Meadows, field margins and roadsides, avoiding acid soils[50].","Original habitat is obscure, it is naturalized in Britain.",,wind ,#N/A
,lolium perenne,,,"Perennial Ryegrass, Italian ryegrass, Darnel, Lyme Grass, Terrell Grass, English Ryegrass, Strand Wh",species,Poaceae,Lolium,perenne,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000878441,,NA,Evergreen Perennial,Evergreen,herbaceous,Perennial,herbaceous,No,1 m,NULL,NA,Fast,Wild,Wind,1,TODO,TODO,TODO,TODO,,NA,NA,NA,05 -> 07,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Forage,#N/A,,,,,1.0,1.0,3,alimmediother,None known,,NA,Meadows and weedy places[74].,Europe to E. Asia.,,Wind,#N/A
Only control species,lonchocarpus guatemalensis,,,,,Fabaceae,Lonchocarpus,guatemalensis,,,,,,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Lonchocarpus,,,,,Wild,insects,10,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,0,0,2,,,,LC - least concern,,,,,
,Lonchocarpus sp.,NA,,#N/A,genus,Fabaceae,Lonchocarpus,NA,sp.,Accepted,http://www.tropicos.org/Name/40008471,NA,NA,Evergreen Tree,Evergreen,Tree,Perennial,Woody,Lonchocarpus,NULL,NA,NA,NULL,NA,NA,NULL,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Lonicera caerulea,"Sweetberry honeysuckle, Bluefly honeysuckle, Haskap berry",,"Sweetberry honeysuckle, Bluefly honeysuckle, Haskap berry",species,Caprifoliaceae,Lonicera,caerulea,NA,Accepted,http://www.tropicos.org/Name/6000006,Shrub,NA,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,2,NA,NA,Fast,Wild,insects,2,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),No shade,Moist,03 -> 09,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,Alim,Woody Fruits,4,0,0,alim,None known,pfaf.org,LC - least concern,Low ground[235].,N.E. Europe. Northern N. America - Newfoundland to Alaska and southwards.,,Insects,#N/A
,lonicera maackii,,,NA,species,Caprifoliaceae,Lonicera,maackii,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0001290817,,Deciduous shrub,NA,deciduous,shrub,Perennial,Woody,No,NULL,NA,NA,NA,"Cultivated, Ornamental",NA,6,TODO,TODO,TODO,TODO,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,,,NaN,NaN,NA,alimmediother,NA,,NA,NA,NA,,NA,#N/A
,Lonicera periclymenum,"Honeysuckle, European honeysuckle",,"Honeysuckle, European honeysuckle",species,Caprifoliaceae,Lonicera,periclymenum,NA,Accepted,http://www.tropicos.org/Name/6000016,Climber,NA,"Perennail, Climber",NA,herb climber,Perennial,herbaceous,No,"4,5",NA,NA,Medium,Wild,"Bees, Lepidoptera",6,,,,,,light (sandy) -medium -  heavy (clay),Full sun- Semi shade - No shade,Moist,04->08,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,1,2,3,other,Poisonous in large doses[10]. It only has a very mild action[65].,pfaf.org,NA,"Woods, hedgerows, scrub and shady places, avoiding calcareous soils[17].","Europe, including Britain, from Scandanavia south and east to N. Africa and Greece.",,"Bees, Lepidoptera, Self",#N/A
,Lophira alata,Niam Tree,,Niam Tree,species,Ochnaceae,Lophira,alata,NA,Accepted,http://www.tropicos.org/Name/22800469,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,40,40.00  ,NA,Slow,Wild,NA,40,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,No,NA,#N/A,#N/A,Fuelwood,Timber,#N/A,,,"Fuelwood, Timber",#N/A,Timber,,,Timber mainly,2,0,4,other,None known,pfaf.org,VU - vulnerable,"Evergreen moist rain-forest at elevations of 550 - 1,300 metres[328 ]. Evergreen and moist deciduous forests, in freshwater swamp forests, and close to riverbanks[316 ].","Australia - New South Wales, Queensland.",,NA,#N/A
,Lotus corniculatus,Bird's Foot Trefoil,,Bird's Foot Trefoil,species,Fabaceae,Lotus,corniculatus,NA,Accepted,http://www.tropicos.org/Name/13022186,Perennial,Herbaceous,"Perennial, not climbing",NA,herb,Perennial,herbaceous,Lotus,"0,3",NA,NA,Medium,Wild,bees,0.3,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,03->08,Yes,,#N/A,,#N/A,#N/A,#N/A,,ecocrop,Forage,#N/A,NA,NA,NA,NA,1,1,4,other,"All parts of the plant are poisonous, containing cyanogenic glycosides(hydrogen cyanide)[65, 76]. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death. This species is polymorphic for cyanogenic glycosides[218]. The flowers of some forms of the plant contain traces of prussic acid and so the plants can become mildly toxic when flowering[218]. They are completely innocuous when dried[218].",pfaf.org,NA,"Pastures and sunny banks of streams, especially on calcareous soils[7, 13, 17].","Europe, including Britain, from Scandanavia south and east to N. Africa and temperate Asia.",,"bees, self",#N/A
,Luehea divaricata,NA,,#N/A,species,Malvaceae,Luehea,divaricata,NA,Accepted,http://www.tropicos.org/Name/32200111,NA,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,NULL,20.00  ,NA,NULL,Wild,NA,20,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Woody shoot,0,2,2,,NA,NA,DD - data deficient,NA,NA,,NA,#N/A
,Luffa acutangula,NA,,#N/A,species,Cucurbitaceae,Luffa,acutangula,NA,Accepted,http://www.tropicos.org/Name/9200006,NA,Annual Climber,Annual Climber,herbaceous,herb climber,Annual,herbaceous,No,NULL,0.00  ,NA,NULL,"Cultivated, Ornamental, Wild","Bees, Butterflies, Moths, Insects",2,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,"Fruits, vegetables",#N/A,NA,NA,NA,NA,3,2,3,alimother,NA,NA,NA,NA,NA,,"Bees, Butterflies, Moths, Insects",#N/A
,Lupinus angustifolius,"Blue Lupin, Narrowleaf lupine",Blue_lupin,"Blue Lupin, Narrowleaf lupine",species,Fabaceae,Lupinus,angustifolius,NA,Accepted,http://www.tropicos.org/Name/13036916,Annual,NA,Annual,herbaceous,herb,Annual,herbaceous,Lupinus,1,NA,NA,NULL,"Cultivated, Ornamental, Wild",bees,1,,,,,,light (sandy) -medium,No shade,Moist,07 -> 09,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,Forage,#N/A,NA,NA,Alim,Seeds,4,0,4,alimother,"The seed of many lupin species contain bitter-tasting toxic alkaloids, though there are often sweet varieties within that species that are completely wholesome[65, 76]. Taste is a very clear indicator. These toxic alkaloids can be leeched out of the seed by soaking it overnight and discarding the soak water. It may also be necessary to change the water once during cooking. Fungal toxins also readily invade the crushed seed and can cause chronic illness[65].",pfaf.org,LC - least concern,"Cultivated and rocky ground on light acid soils [45, 50].",Europe - Mediterranean.,,bees,#N/A
,Lycopersicon esculentum,Tomato,,Tomato,species,Solanaceae,Lycopersicon,esculentum,NA,Accepted,http://www.tropicos.org/Name/29602513,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,2,2.00  ,NA,NULL,Cultivated,insects,2,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,08-> 11,No,"Tomatoes, fresh",Vegetables,#N/A,#N/A,#N/A,Spice,,,"Vegetables, spices",#N/A,,,Alim,vegetables,4.66666666666667,3,2.33333333333333,alimmediother,"All green parts of the plant are poisonous[19, 76].",pfaf.org,LC - least concern,Not known in a truly wild situation.,"Original habitat is obscure, probably Western S. America, a cultivated form of L. cerasiforme[132].",,"Insects, Self",#N/A
,Macadamia integrifolia,"Macadamia, Macadamia nut",Macadamia,"Macadamia, Macadamia nut",NA,NA,NA,NA,NA,NA,NA,Tree,Evergreen Tree,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,10,15.00  ,NA,Slow,"Cultivated, Ornamental, Wild",bees,15,1000,3000,-6,25,,light (sandy) -medium -  heavy (clay),No shade,Moist,09 ->  12,NA,Nuts nes,Nuts,#N/A,#N/A,#N/A,#N/A,,,"Fruits, nuts",Nut,,,Alim,Woody Fruits,4.66666666666667,0,2.33333333333333,alimother,None known,pfaf.org,VU - vulnerable,Dry rainforests of the eastern coastal scrub[167,NA,,Bees,#N/A
,Machaerium aculeatum,NA,,#N/A,species,Fabaceae,Machaerium,aculeatum,NA,Accepted,http://www.tropicos.org/Name/13035290,"Perennial, Not climbing, Tree",Tree,Semi-deciduous Tree,Semi-deciduous,Tree,Perennial,Woody,Machaerium,NULL,10.00  ,NA,NULL,"Ornamental, Wild",NA,10,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,0,2,,None known,NA,NA,"Semi-deciduous forest, mainly in open, secondary formations, in unusual sites such as quarries, steep roadside banks and even on scraped subsoil. Exceptionally, it can be found in humid lowlands","S. America - Argentina, Brazil, Bolivia and Peru, north to Panama.",,NA,#N/A
,Machaerium sp.,NA,,#N/A,genus,Fabaceae,Machaerium,NA,sp.,Accepted,http://www.tropicos.org/Name/40010932,NA,NA,NA,NA,herb,NA,herbaceous,Machaerium,NULL,NA,NA,NULL,NA,NA,NULL,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Maclura pomifera,"Osage Orange, Bois D'Arc",,"Osage Orange, Bois D'Arc",species,Moraceae,Maclura,pomifera,NA,Accepted,http://www.tropicos.org/Name/21300468,Tree,NA,Deciduous tree,Deciduous,tree,Perennial,Woody,No,15,NA,NA,Medium,Wild,NA,15,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,04 -> 09,No,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,1,2,4,other,"The milky sap can cause dermatitis in some people[200]. An extract and the juice of the fruit is toxic, though a 10% aqueous infusion and extract diluted 1:1 are not toxic[240].",pfaf.org,LC - least concern,"Woods, fields and thickets in rich bottom lands[73, 83].",Southeastern N. America - Arkansas to Texas.,,no self,#N/A
